doc_id	text	is_variable	variable	uuid
HMWVUJ	Die tatsächliche Aktionsrealisierung ist jedoch deutlich schwächer ausgeprägt: Bis 2008 haben sich 11,4 % an einer Bürgerinitiative und 22,6 % an einer genehmigten Demonstration beteiligt.	1	79-Yes,87-Yes,61-No,69-No	98053dce-152e-4ee4-9552-bc7294e94e12
NBRXEJ	Mitte der 1990er Jahre war es fast wieder auf das Niveau der frühen 1980er Jahre gesunken.	0	No	ab994b92-df6a-496c-8289-8b831820394c
HR5JMA	 In West und Ost gilt: je gebildeter desto »ausländerfreundlicher«. 	0	No	c97b2d2a-379f-4f03-9e16-73d3908ff45d
ALJCOL	Der PC-Besitz ist überrepräsentiert bei wohlhabenden (mehr als 150% des Durchschnittseinkommens) Haushalten (52%), die PC-Nutzung bei Abiturienten (42%) genauso wie die Internetnutzung (20%). 	0	No	d1697e77-7895-4ae4-a4f8-8565bd572eaa
HR5JMA	 Weitaus größer ist die soziale Distanz gegenüber den Türken. 	1	295-Yes,292-No,296-No	429cf4d8-2e3d-4255-91f7-34489ea104f4
ACGAHQ	In der Arbeits- und Industriesoziologie hat sich in den vergangenen zwanzig Jahren die These der normativen Subjektivierung von Arbeit als subjektive Hälfte eines Wandlungsprozesses diskursiv verfestigt. 	0	No	e0414729-7dca-46fa-825e-345e8e7b655c
HR5JMA	Dieser Aussage stimmen im Jahr 2006 44 % in den alten und 39 % in den neuen Bundesländern eher zu. 	0	No	8c4dd8ee-f863-4173-a98b-247a6c39c972
FRGYGR	Auch das Parteiensystem unterscheidet sich noch recht deutlich zwischen Ost­ und Westdeutschland. Dies zeigt sich insbesondere in der starken Rolle der Linken in Ostdeutschland, die sich trotz einiger Wahlerfolge in westdeutschen Parlamenten in den alten Bundesländern nicht vergleichbar etablieren konnten. 	0	No	5f193c4a-85aa-471e-a74d-14fbcae2a7f2
LAWXJA	Seitdem ist der Anteil der Gewerkschaftsmitglieder unter den Arbeitnehmern wieder leicht gestiegen.	1	1818-Yes,1819-No	2e95c154-1798-4ed5-9711-0e462554bc9e
ACGAHQ	Das ökonomische Kapital der Befragten wird in dieser Studie über das Haushaltsnetto-Äquivalenzeinkommen erfasst.	1	925-Yes,923-No,927-No	2512fe40-717b-4c1f-ab2d-334163655e97
CCDOYV	Zunächst nehmen wir eine Unterteilung in drei Schichten anhand des Haushaltseinkommens vor.	1	920-Yes,151-No	907d50bc-381c-460f-aead-a3825e169341
BVYIFS	"Die ""Regional-Citizenship-These"" knüpft an die Vermutung einer verstärkten Konzentration subjektiver Bezogenheit auf das Bundesland als politischem Kontext in Deutschland und Österreich an."	0	No	c2e01a77-5dd6-4fdc-8c55-7b6617afd136
RYQOVR	Im Jahr 2060 wird dann jeder Dritte mindestens 65 Lebensjahre durchlebt haben – jeder Siebente wird sogar 80 Jahre oder älter sein‘ sagte der Präsident des Statistischen Bundesamtes (Destatis), Roderich Egeler, im Rahmen einer Pressekonferenz zur 12. koordinierten Bevölkerungsvorausberechnung“ (vgl. Pressemitteilung Nr. 435 vom 18.11.2009 des Statistischen Bundesamtes). 	0	No	59642075-87e0-4cb6-9913-ee734a078104
FRGYGR	„Finden Sie die sozialen Unterschiede in unserem Land im Großen und Ganzen ungerecht?“	1	207-Yes,182-No,184-No,210-No	8e0341dd-5842-49eb-9b1a-142b43ef5e32
BFRLPR	Beide Effekte verursachen eine negative Beurteilung der allgemeinen wirtschaftlichen Lage 	0	No	db7e857f-cbac-4013-8dc9-4def2531d53c
FAGECO	Für die Analysen wird das Vertrauen in das Gesundheitssystem („healthsys“), welches auf einer Skala von 1 (überhaupt kein Vertrauen) bis 7 (sehr großes Vertrauen) gemessen wird, als Responsevariable verwendet.	1	216-Yes,218-No	8548e8f0-7d72-48ef-9eab-4b6865852fc8
LAWXJA	Die ALLBUS-Daten zeigen, dass das Vertrauen in die SPD unter den Gewerkschaftsmitgliedern deutlich zurückgegangen ist.	0	NoSkip	03a360f5-d708-4ea2-b816-fbefa1d7554f
RSDCYN	Dies betrifft die Variablen ostwest, geschlecht und immigrant.	1	ost_west-Yes,731-Yes,1330-Yes,1331-No	a11c7b74-be34-44dd-b291-4a8e3e53e37a
BFRLPR	 Der Anteil positiver Beurteilungen der allgemeinen wirtschaftlichen Lage hingegen schwankt von Jahr zu Jahr und fällt zudem, abgesehen von den Jahren kurz nach der Wiedervereinigung Deutschlands, wesentlich niedriger aus als der Anteil positiver Beurteilungen der eigenen wirtschaftlichen Lage.	1	10-Yes,12-Yes,11-No	d7f8b09e-b077-4f51-91d5-3623027f1ba8
TQVSTD	Die durchschnittliche Kinderzahl der nie betenden Befragten liegt demnach nur noch bei 1,39, diejenige der täglich Betenden dagegen bei 2,06.	0	NoSkip	4e9b1c22-c7b5-421d-9e2c-106746d37152
YZTDWQ	Nach Ausschluss von Personen mit mehr als einem fehlenden Wert bezüglich der relevanten Items betrug die Stichprobengröße in der vorliegenden Studie N = 1 917.	0	No	29dc42f4-56b7-48b2-9d31-c770cfe077d4
ALJCOL	"Diese Mobilität nun kann als ein neues, soziale Ungleichheit strukturierendes Merkmal betrachtet werden (Baumann 1998: 9), denn Mobilität ist ausschlaggebend für die Zugehörigkeit zu Globalisierungs""gewinnern"" oder Globalisierungs""verlierern"" (Kriesi), für die Zugehörigkeit zu den ""Touristen"" oder den ""Vagabunden"" (Baumann) bzw. zu den ""Flexiblen"" oder den ""Unflexiblen"" (wie Richard Sennett die Gruppen benennen würde - vgl. Sennett 2000). "	0	No	e7abcfad-08d3-4d51-a7a4-5f7b0bd8e609
HBNVVBM	Gewerkschaftsmitglieder beurteilen die Motivationsfunktion von Einkommensdifferenzen zurückhaltender und die bestehenden sozialen Unterschiede kritischer als Nicht-Organisierte.	1	1818-Yes,1819-No	35e41535-8f42-4441-87a0-b350184564a7
TAQKHA	Caballero bietet für diesen abweichenden Befund eine Erklärung an.	0	No	ef8ad85f-e369-4655-b3a6-7d770c0c6494
8LVAT7	 Für die Untersuchung von potenziellen Einstellungsdifferenzen wurden vier Variablen herangezogen: (1) die subjektive Beurteilung der eigenen wirtschaftlichen Lage; (2) die Einschätzung, ob man „in einem Land wie Deutschland sehr gut leben kann“; (3) die Einschätzung, dass man im Vergleich zu anderen, die in Deutschland leben, seinen gerechten Anteil erhält; (4) das Ausmaß des politischen Interesses. 	1	12-Yes,21-Yes,126-Yes,150-Yes,11-No,13-No	927f18c4-effe-44db-9fe4-4d9827b96d85
CCDOYV	Sie erfasst damit Einstellungen zum typischen „moral hazard“ Problem des Wohlfahrtsstaates.	0	No	13946c64-f7af-4904-9d7a-ab21c3891ae7
YZTDWQ	Zum Zeitpunkt der Befragung verteilte sich die Religionszugehörigkeit der Interviewten wie folgt: 39.6 % römisch-katholisch, 38.9 % evangelisch (ohne Freikirchen), 1.5 % evangelisch-freikirchlich; 1.9 % gehörten einer anderen christlichen, 3.3% einer anderen nicht-christlichen Religion an; 14.9 % waren konfessionslos.	0	NoSkip	c0b5a995-8067-4f79-bd9b-2fc3da27d987
YYH7G1	Wie aber steht die Bevölkerung zu dieser Behauptung? 	0	No	91df062a-7363-4317-8e64-667999620cb0
UNIXKD	Der Zeitvergleich (1991–1998–2008) macht darüber hinaus deutlich, dass sich diese unterschiedlichen Bilder der Selbstwahrnehmung innerhalb der Gesellschaft trotz aller objektiven Veränderungen in Ostdeutschland nur langsam angleichen.	0	No	83f250a6-47aa-4224-ae92-050eaf704b69
FRGYGR	Dagegen zeigen sich bei der Parteiverbundenheit und in der tatsächlichen Wahlbeteiligung im Bund und den Ländern starke, persistente Unterschiede zwischen Ost und West.	0	No	eb1a468a-013b-47d1-850e-0c05722dbe55
RSDCYN	"Dafür habe ich die Variable ""Status der Nichterwerbstätigkeit"" (V259 in Allbus 2012) gewählt, weil diese als einzige im gesamten Datensatz das Merkmal [zur Zeit] ""arbeitslos"" enthielt."	1	771-Yes,772-No	72d930aa-c49a-4a1b-9aa5-3a5c99f31f7b
RYQOVR	Die Veränderung der Altersstruktur wird besonders deutlich, wenn man die beiden folgenden Grafiken vergleicht.	0	No	aca6e90d-9e66-4bf0-812e-15f5c2cb559f
T0K035	 Mittels Daten einer Längsschnittstudie vergleicht dieser Beitrag anhand einer Eheschließungskohorte von 1988/89 aus den alten Bundesländern den ursprünglichen Kinderwunsch zu Ehebeginn und die erreichte Kinderzahl nach 15 Jahren Ehe. 	0	No	3cb91e42-f3d6-4e52-8e7d-f283743305ad
T0K035	Auch bei der Population Policy Acceptance Study scheint sich dieser Trend zu bestätigen: 36% der kinderlosen befragten Männern und ein Viertel der kinderlosen Frauen zwischen 18 und 35 Jahren gaben an, keine Kinder zu wollen. 	0	No	5fb8d726-78f8-4f71-b486-d7a11d0ceeae
HR5JMA	 Ein Italiener als Nachbar war und ist kaum einem der deutschen Befragten unangenehm. 	1	292-Yes,293-No,294-No,295-No	7ac38cec-e71d-48c0-a18c-03f2e81cdc17
LAWXJA	Eine Analyse der Mitgliederstruktur zeigt, dass der Organisationsgrad von Männern, Vollzeitbeschäftigten und Älteren überdurchschnittlich gestiegen ist. 	0	No	be5d6aba-8c08-47bc-9387-d0f03a76482f
HBNVVBM	Tabelle 1 stellt einige Indikatoren zur Mitgliederstruktur der Gewerkschaften zusammen.	0	NoSkip	b1ddc188-ab51-46c8-9eef-5d53a2c40306
ALJCOL	Von letzteren sind die 16- bis 19-jährigen mit 23% die stärkste Gruppe und nur 1% der 65-jährigen und älteren nuten das Internet (vgl. für alle Angaben: Frankfurter Rundschau v.20.10.2000, S.9). 	0	No	cc65659e-8f35-4093-ba33-1bc2da93225c
HR5JMA	" Von ""Parallelgesellschaften"" ist die Rede, ""Leitkultur""-Debatten werden geführt oder sogar das Ende des Multikulturalismus ausgerufen. "	0	No	6d67b8ca-8481-4908-b0fa-ce6944911924
NEGGBA	Leistung und Fleiß wird demgegenüber von den Schuldnern als unwichtiger betrachtet als von der Allgemeinbevölkerung.	1	194-Yes,196-No	3fd0e840-d6fe-45b1-8d59-496136cc9481
OEZUSL	Jüngste Auswertungen der Allgemeinen Bevölkerungsumfrage der Sozialwissenschaften (ALLBUS) zeigen jedoch neuerliche Mitgliederverluste bei den Arbeitnehmerbünden in Deutschland. 	0	No	b37b5fb5-badd-4f1e-8a5c-656ff230c5bf
TOCIUQ	Dazu kommen weitere 10 Prozent, die sich in die obere Mittelschicht eingruppieren.	0	No	40b286ce-e3c3-40c7-ae7b-70e74429131f
OFMAAV	Das Bild von der Mutter, die Familien- und Erwerbsarbeit vereint, ohne dass ihre Kinder darunter leiden, ist heute in ganz Deutschland zu der gesellschaftlichen Normalität geworden, die es 1991 im Osten bereits war.	0	No	ef2ac9b7-b7f1-42cf-ad1e-fc4d4561a8c0
NEGGBA	Dies bestätigt, dass Familien mit Kindern ein höheres Risiko einer Verbraucherinsolvenz haben, u.a. aufgrund der (längerfristigen und größeren) Investitionen, die mit Blick auf die Kinder getätigt werden.	0	No	ffa265e1-5542-415b-a670-45ff85ea6b37
OEZUSL	Unter diesen Umständen hätten sich Gewerkschaften zu heimlichen Krisengewinnern entwickeln können. 	0	No	87f58b8b-a3c9-4937-aef4-e6beeb502c4d
LAWXJA	Dieser Zuwachs ist im Zeitraum 2008 bis 2012 allerdings wieder abgeschmolzen.	0	No	6e1bd006-59d6-403a-bb54-2177385f921c
YYH7G1	 Verteilung der Einkommen sollte sich nicht nur an Leistung, sondern auch an Bedarfskriterien orientieren.	0	No	454633fa-f801-4e39-a008-53a12ca908a6
YZTDWQ	Sie sind Gegenstand der vorliegenden explorativen Studie. 	0	No	62eb4887-cb4a-4756-904b-734ddceacb47
NBRXEJ	In den letzten Jahrzehnten hat sich der Anteil derjenigen, die sich stark oder sehr stark für Politik interessieren, immer wieder und vor allem in den jüngeren Altersgruppen sehr dynamisch verändert (vgl. Gaiser/Gille/de Rijke 2006; Hoffmann-Lange/Gille 2008).	0	No	5b7f2c31-5819-4671-ab36-44a52635e328
NEGGBA	Der Anteil nichtdeutscher Befragter fällt im Gesamt-ALLBUS deshalb fast doppelt so hoch aus wie im kompatiblen ALLBUS, weil hier alle westdeutschen Bundesländer mit ihrem höheren Ausländeranteil vertreten sind.	0	NoSkip	b50d8180-6c00-4c48-9799-2bab0ec9451c
JEWJU2	 Nach Selbsteinschätzung sind auch die Auswirkungen der Religiosität auf andere Lebensbereiche höher (Dimension der Konsequenzen). 	0	No	229a089c-47d7-4c4a-8e0e-230d4e17e98d
YYH7G1	Die Ansicht, dass sich die Höhe des Einkommens auch nach Bedarfsgesichtspunkten richten solle, wird von älteren Befragten häufiger vertreten als von jüngeren und von Personen mit niedrigem Schulabschluss häufiger als von höher gebildeten.	1	746-Yes,744-No	1f32a221-63fd-4182-9144-9475514f368f
HN55EX	 Bemerkenswerterweise ist hier das Antwortverhalten gegliedert nach den Parteipräferenzen (vgl. Tabelle 3): Insgesamt ist die Zustimmung zu einem sozialpolitischen Gesellschaftsvertrag in Deutschland und Europa also außerordentlich hoch. 	0	No	b188b822-09e8-40e9-bca0-f9d2432491b0
YZTDWQ	Ihr Anliegen ist, „gerade auch neuere religiöse Entwicklungen bis hin zu einer mehr diffusen und synkretistischen Religiosität (New Age, Psychokulte, Esoterik) abzudecken“ und Analysen zur intraindividuellen religiösen Pluralisierung zu erlauben.	0	No	736102f9-6132-4705-a865-96ad4393d9bb
HMWVUJ	Allerdings gaben mit nur 5 % noch sehr viel weniger Befragte an, sich bereits einmal in einer Partei aktiv engagiert zu haben(GESIS, 2009, S. 19-31).	1	80-Yes,62-No	e4dc2c92-06c9-416e-8bbf-78975dfd52af
FAGECO	Die Häufigkeitsverteilung ist rechtssteil und der Modus liegt bei Kategorie 5.	0	No	aa698c09-3e29-4b47-aefc-0bbb943fa1ff
HN55EX	 Doch damit gelangt man noch nicht zur gewünschten Klarheit. 	0	No	8a0fca65-4c6e-4f5e-884f-a35286a14aae
ACGAHQ	Die Variable wurde in drei Einkommensniveaus kategorisiert 	0	No	3ebc6217-1fd4-4f52-896a-93b0a1c68851
BFRLPR	Einschätzungen bezüglich wirtschaftlicher Lagen weichen stark voneinander ab, je nachdem ob eine Person über sich selbst oder über die Allgemeinheit Auskunft geben soll.	0	No	ccd64b95-37ef-4d53-b65c-69a597e31e0f
RYQOVR	Auswertung von Umfragen In diesem Kapitel soll mit Hilfe von Bevölkerungsumfragen untersucht werden, ob sich ältere und jüngere Menschen bezüglich ihrer Parteibindungen, ihrer Wahlabsichten, ihrer Einstellungen zu den bisher untersuchten Parteien, ihrer Selbsteinschätzungen und bezüglich Einstellungen zu politischen Themen unterscheiden. 	0	No	de3dac6b-a3a8-4986-95b4-e19e8a19f828
NEGGBA	Die Items konnten abgelehnt werden („1 – bin anderer Meinung“) oder ihnen konnte zugestimmt werden („2 – bin derselben Meinung“).	0	No	418adee9-b047-4172-8635-a0fbd35b11c8
ACGAHQ	In einer multivariaten Analyse repräsentativer Daten des ALLBUS 1991 und 2010 zeigt sich, dass normative Subjektivierung von Arbeit weder ein Jugendphänomen noch unabhängig von sozialer Herkunft ist. 	0	No	cf93e28d-123e-483b-8ae6-3ba820d521ff
HN55EX	 Soziale Gerechtigkeit kann auf den ersten Blick vor allem als Programm gegen Ungleichheit verstanden werden. 	0	No	f7a8b8f4-6d4e-4822-90ac-26ab16718b48
HN55EX	 Im ALLBUS, der Allgemeinen Bevölkerungsbefragung der Sozialwissenschaften von 2000 wurde das Statement 'Der Staat muss dafür sorgen, dass man auch bei Krankheit, Not, Arbeitslosigkeit und Alter ein gutes Auskommen hat' abgefragt. 	1	182-Yes,183-No,184-No,185-No	58a97722-48f0-43b7-aacb-db91d0fb71df
CCDOYV	Die Mittelschicht liegt zwischen 70% und 150% des Medianeinkommens (vgl. Goebel et al. 2010).	0	No	898c214c-2129-4fe4-b138-ae448191a283
HN55EX	 Im Folgenden geht es um eine Reduktion dieser Komplexität, ohne sie zu verletzen. 	0	No	b40d26a4-cfae-411f-858a-41444e0fcfd0
RSM5HH-LPKUTF	 Diese Grundhaltung kommt auch darin zum Ausdruck, dass im Jahre 2004 84,0% der Befragten die Gewinne in Deutschland für nicht gerecht verteilt hielten. 	1	184-Yes,180-No,185-No,207-No	b7017f8e-487b-47bf-8fd8-e16c9e06ec9a
HR5JMA	 Lediglich im Hinblick auf die Einstellung zu einem Verbot jeglicher politischer Betätigung für Ausländer gibt es keine Unterschiede zwischen Ost- und Westdeutschen.	1	272-Yes,258-No,269-No	df52960f-c02d-4c7b-8e47-bbff99d4a210
ACGAHQ	Zur Überprüfung der Adoleszenzhypothese ist das Alter der entscheidende Indikator des Modells. 	0	NoSkip	e13d3485-f487-4689-847d-0799da3f2537
TQVSTD	"Der niedrigste zusammengefasste Wert aus ""Religiösen"" und ""sehr Religiösen"" aber wird mit 45,4% von den Realschulabsolventen erreicht."	1	580-Yes,746-Yes,747-No	39522dcd-daf9-4d7c-a6ab-643e8e36ccba
LAWXJA	Die Umfrage wird seit 1980 alle zwei Jahre durchgeführt.	0	No	00197d54-f277-468c-9cf6-c4c7e176c438
BFRLPR	"Als pessimistisch wurde der Personenkreis bezeichnet, der nachfolgende Meinung vertritt „Egal was manche Leute sagen Die Situation der einfachen Leute wird nicht besser, sondern schlechter"" und „So wie die Zukunft aussieht, kann man es kaum noch verantworten, Kinder auf die Welt zu bringen"""	1	684-Yes,685-Yes,688-No	729124a9-c22f-4e05-ac6a-2c25b7eca746
RSM5HH-LPKUTF	 Auch beurteilten 2000 38,0 %, 2002 37,6 %, 2004 44,0 %, 2006 39,8 % und 2008 45,2 % der Befragten ihren Anteil am Lebensstandard als nicht gerecht.	1	150-Yes,671-No	6c31738e-9300-4497-9d80-7a972fd37874
HBNVVBM	In beiden Gruppen stehen sich aber fast gleich große Lager von Befürwortern und Skeptikern gegenüber.	0	No	7bb2f8e7-7948-458f-ba6d-0abfad0f0a7b
715HPH	 Zugegeben, die religiöse Lage in Deutschland ist unübersichtlich. 	0	No	72bed3a6-7f39-4ffc-9745-36ab489af903
ALJCOL	Globalisierungsprozesse verschärfen alte und schaffen neue Ungleichheiten.	0	No	3f7db230-eaab-438b-b29d-1a4264a79f02
WEGIYK	Die Unterschiede treten hier noch deutlicher zutage, als das in Westeuropa der Fall ist.	0	No	670301e1-4bd4-479b-b151-d6f0f87e45bc
TAQKHA	Bei ihnen spielt die Wahl als Ergebnis des Gefühls einer Bürgerpflicht nachzukommen, eine geringere Rolle. 	0	No	f3789ec2-37e6-4ba7-94f1-074990d49f72
HBNVVBM	Allerdings spaltet diese Aussage beide Arbeitnehmergruppen.	0	No	75913acd-a2a6-4661-af50-d136612d3df7
ACGAHQ	Zudem kann angenommen werden, dass der Bildungsabschluss zumindest indirekt auf inkorporiertes Kulturkapital verweist.	0	No	3ab99261-7af6-4658-8719-36c9cf00ca48
TOCIUQ	Fragt man die Deutschen dagegen, wo sie sich selbst finanziell einordnen, sehen sich laut der Allgemeinen Bevölkerungsumfrage der Sozialwissenschaften (ALLBUS) 2012 mehr als 60 Prozent der Befragten als Mitglied der Mittelschicht – das ist der höchste Wert seit der Wiedervereinigung.	1	151-Yes,150-No,152-No	69bd68c3-874a-47cf-b0b3-4e747d5ef6d5
HBNVVBM	Ungleichheit wird also durchaus akzeptiert.	0	No	5151e531-41c1-493d-a52f-282dee508bb2
TOCIUQ	Dieses – vollkommen andere – Bild der Gesellschaftsstruktur in Deutschland bestätigt sich, wenn sich die Bundesbürger nicht nach Einkommen, sondern in eine Hierarchie einordnen (Grafik): Nahezu 80 Prozent der befragten Bundesbürger sehen sich in der oberen Hälfte einer zehnstufigen Oben-Unten-Skala.	1	152-Yes,151-No,150-No	e21529ff-dc8d-4e2e-a401-2b50c1187a1f
JEWJU2	 Auch das Vertrauen in die Institution Kirche ist bei Älteren signifikant höher ausgeprägt als bei Jüngeren. 	0	No	63fea1b5-f2ff-411c-9fa2-8500c606eb7a
HN55EX	 Dies soll im letzten Abschnitt genauer untersucht werden.	0	No	fa18f03b-2e98-41c6-aea4-708af30aa6f8
NEGGBA	Mit den Hypothesen 2 und 2a sollte die soziale Bedeutung des Geldes für die Schuldner überprüft werden.	0	No	7a333610-4684-43a0-a0f1-5a178020c4d6
HR5JMA	 In der Allgemeinen Bevölkerungsumfrage der Sozialwissenschaften (ALLBUS) wurde seit 1980 wiederholt die Zustimmung zu verschiedenen Aussagen erfasst, die restriktive bzw. diskriminierende Forderungen gegenüber Ausländern beinhalten. 	0	No	4b7e057c-250e-4b65-a6ba-eefd7234a212
HBNVVBM	Dies entspricht einer Differenz von mehr als 9 Prozentpunkten, die statistisch signifikant ist.	0	No	a9ec6df5-6e3f-4072-901e-309dfea6f164
HR5JMA	 Die Wahrnehmung kultureller Unterschiede zwischen Ausländern und Deutschen, sagt noch nichts darüber aus, wie diese Unterschiede bewertet werden. 	0	No	1a5192c8-8b06-4ea7-b0aa-ecff1570a36d
RSDCYN	"Bei der Variablen ""Kinder außer Haus'""(V429 im Allbus 2012) habe ich die erste und zweite Kategorie zusammengefasst als ""1 - Person hat Kinder"" und die dritte Kategorie als ""0 - Person hat keine Kinder"", um damit die binäre Variable Kinder zu bekommen."	0	NoSkip	57276bd5-0c27-4a1f-b97a-ae83a0c11a1f
YYH7G1	- Wahrnehmung und Bewertung der Bildungschancen. 	1	187-Yes,189-No,202-No	bc348b71-e9bf-45f2-86b7-fbe95a1abdd1
TOCIUQ	Europäische Union. Welchen Ordnungsrahmen braucht Europa? 	0	No	f3e15a53-655f-4939-a63d-a28b1a55e3ff
LAWXJA	1982 war das Verhältnis noch umgekehrt, damals hatten etwa 28 Prozent keine Parteipräferenz, wohingegen sich etwas mehr als 38 Prozent zur SPD bekannten.	1	23-Yes,24-Yes,25-No	bac31d11-b51b-4704-a457-11f08a4d7ce1
NBRXEJ	Eine grundsätzlich größere Politikdistanz der Jüngeren gegenüber den Älteren, wie immer wieder kritisiert wird, bestätigt sich hier also nicht.	0	No	96407c08-c012-40d6-9fb6-7f6a8a76ff66
GCXAVY	Schließlich liegen in allen Studien außer dem GGS Informationen zum Verwitwungsjahr vor, das als Zensierungszeitpunkt behandelt wurde.	0	No	f0733431-234b-41b9-adb2-715e953943a1
HN55EX	 Gerechtigkeit ist multidimensional. 	0	No	e86e1c88-6de8-453a-b27f-f1e982fb9540
TQVSTD	Wird die Frage der religiösen Praxis - hier: des Betens - gestellt, werden Zusammenhang und auch Auffälligkeiten noch deutlicher.	1	741-Yes,742-Yes,735-No,736-No	7ff163d1-6393-4363-a4f2-8c8bf3065503
RYQOVR	Auch diese Analyse kann einen Hinweis auf stärker schwankende Lebenszykluseffekte oder eher stabile Generationeneffekte geben.	0	No	38e61f09-ff28-485a-be82-ee87aa830c69
LAWXJA	Der unterdurchschnittliche Zulauf von Frauen stellt deshalb ein strukturelles Problem der Gewerkschaften dar.	0	No	f195fbfa-9362-4d3d-95b6-6a8a729bb715
OFMAAV	Eine höhere Lebenszufriedenheit stellt sich auch dann ein, wenn sich das persönliche Einkommen und der Status im Vergleich zu anderen verbessern.	0	No	cb35c26d-59f4-4a20-8905-bbb12e1e5881
YZTDWQ	Nach Vorüberlegungen zu den Konzepten individualistischer und exklusivistischer Religiosität geht diese anhand von zwei Untersuchungssträngen der Frage nach dem Zusammenhang zwischen einer Zugehörigkeit zu einer spezifischen Glaubensgemeinschaft und der individuellen Haltung gegenüber Esoterik nach: Einerseits werden die Positionen verschiedener Glaubensgemeinschaften (Neuapostolische Kirche, Pfingstler, Zeugen Jehovas, römisch-katholische Kirche, evangelische Kirche) gegenüber Esoterik komparativ untersucht. 	0	No	0f0cfece-6d98-406b-93a7-489ad9f5f904
OFMAAV	Mangelnde Erfahrung im Zusammenleben mit Ausländern ist eine der Ursachen für die Vorbehalte.	0	No	d4a6d3ab-1787-4e41-9483-db7c97428b28
RSDCYN	In beiden Fällen ist die abhängige Variable binär codiert, das heißt es existieren zwei Ausprägungen.	0	No	52533aea-2dd7-4fdc-a535-7f20553002e4
8LVAT7	 Auch von prominenten Sozialwissenschaftlern wurde die These vertreten, Klassen und Schichten hätten sich im Zuge eines durch Prozesse der Individualisierung gekennzeichneten Wandels der Sozialstruktur aufgelöst und als Kategorien der Sozialstruktur- und Ungleichheitsanalyse überlebt. 	0	No	7a16795e-fb59-4410-b15a-77d179f2d8e3
TQVSTD	Würden sich beide Annahmen so bestätigen, würde die Bildung zur entscheidenden Variable avancieren, denn vornehmlich aus ihr würden dann sowohl niedrige Kinderzahl wie auch geringe Religiosität resultieren.	0	No	68c15f2a-71fb-482a-9f8e-27359044f955
FAGECO	Im CUP-Modell hingegen ist jedes mögliche ordinale Modell für die Modellierung erlaubt.	0	No	64e1e8e7-957b-47aa-98af-06b2f4e97821
UNIXKD	Zehn Jahre später schien ein beachtlicher Teil dieser „Gerechtigkeitslücke“ zwischen Ost und West geschlossen zu sein – der Anteil derjenigen Ostdeutschen, die ihren Anteil am Wohlstand als gerecht empfinden, hatte sich auf 40 Prozent mehr als verdoppelt.	1	150-Yes,ost_west-Yes,151-No,152-No	b95ed649-52e8-4598-9514-e471b89bed32
HR5JMA	 Auch bei den Ostdeutschen ist die 1996 noch deutlich erkennbare Skepsis – 30 % gaben damals an, dass ihnen dies unangenehm wäre – inzwischen weitgehend verschwunden (17%).	0	No	75285586-e2c7-4c66-8343-593d4f01234d
FAGECO	health: Gesundheitszustand des Befragten (von 1: sehr gut bis 5: schlecht)	1	495-Yes,498-No	5b57345a-73b2-43f1-9df0-2c764d3218ab
OFMAAV	Erhebungen der Allgemeinen Bevölkerungsumfrage der Sozialwissenschaften (Allbus) belegen, dass zwei Drittel der Ostdeutschen meinen, nicht ihren gerechten Anteil am Wohlstand zu erhalten; nur ein Drittel fühlt sich fair behandelt.	1	150-Yes,ost_west-Yes,151-No	e32d22d2-0a85-45d1-a4fb-10a476a3f884
YYH7G1	 Das gilt in besonderem Maße für die Ungleichheit der Verteilung der Einkommen, wie z.B. aus Studien der OECD (2008,2011) hervorgeht. 	0	No	982922aa-d087-4ebe-b088-b1364a250696
GQZEMC	Neben diesen äußeren Zwängen, sind es jedoch vor allem persönliche Motivationsfaktoren, die soziale Mobilität hervorbringen. Aus den Alltagserfahrungen wissen wir, dass jeder Einzelne danach bestrebt ist, seinen eigenen Status in der Gesellschaft aufrechtzuerhalten oder zu verbessern. 	0	No	e7833e7c-47dc-4da9-a86c-261bb77fe297
BFRLPR	Während die eigene wirtschaftliche Lage immer von einem ähnlich hohen Anteil der Bevölkerung positiv eingeschätzt wird, folgt die Einschätzung der allgemeinen wirtschaftlichen Lage in etwa den objektiven Konjunkturverlaufen Die Beurteilung der eigenen wirtschaftlichen Lage bleibt davon unberührt.	0	No	c47f8add-c851-449d-8f74-ab921782ee59
NEGGBA	Zum einen zeigt sich, dass die Problembetroffenen über ein deutlich geringeres Monatsnettoeinkommen verfügen wie Personen aus der Allgemeinbevölkerung.	1	918-Yes,922-No	d21f6ed7-607a-44e9-a045-07724d7eb9d1
NEGGBA	Möglicherweise können sich die Schuldner die Mitgliedsbeiträge seltener leisten, oder sie arbeiten möglicherweise in einem Wirtschaftssektor, in dem Gewerkschaften bislang weniger aktiv sind.	0	No	7c380177-d157-4457-8fce-c4d7e8262f79
CCDOYV	Die erste Frage lautet: „Sollten die Sozialleistungen in Zukunft gekürzt werden oder sollte es so bleiben, wie es ist, oder sollte man die Sozialleistungen ausweiten?“	1	210-Yes,209-No	519ed286-5c73-4a2b-b611-0f618e9be9b0
FRGYGR	Im Jahr 1990 wurden im Zuge der Wiedervereinigung die westdeutschen demokratischen Institutionen und das bestehende Parteiensystem auf die ostdeutschen Bundesländer ausgeweitet. 	0	No	f226f079-b46a-490f-b827-8300ea6f36ea
