sentence	is_variable	variable	research_data	doc_id	uuid	lang
Immigration does not clearly reduce public support for the welfare state and some aspects of immigration seem to increase the public’s beliefs in and preferences for social policy.	0			30861	7c6a57b7-6e9c-482b-8d87-d9211237a6c5	en
Among the sociodemographic variables, gender has significant explanatory power in 14 countries.	1	exploredata-ZA4233_Varv670	ZA4233	61806	223d56de-b053-4bb8-b154-9ca306cd4004	en
Ende 1989 waren es nur noch 21 % (Wohlrab-Sahr et al. 2005).	0			39445	050af25a-92a8-4367-92df-97f9b5aa6d38	de
Inwieweit ist die ideologische Konfliktstruktur zwischen den Parteien tatsächlich stabil geblieben und wie beeinflussen Distanz- und Valenzwerte der Parteien und der Kanzlerkandidaten die Wahlerfolge der Parteien?	0			56981	d1468b01-f287-4384-b456-690bb55057aa	de
Die empirische Analyse der Wahrnehmung von Umweltrisiken wird historisch von einem psychometrischen Ansatz dominiert (Keller et al. 2012).	0			51971	71ec793b-cf2b-4b3f-b2d9-00718ff3712d	de
Schließlich wird auch das Thema Flüchtlinge nicht ewig die Medien beherrschen.	0			51381	b1d8f170-d53b-41e8-9696-175128d87414	de
Im Hinblick auf die lokale Einbettung zeigen sich drei verschiedene Effekte (Tab. 3, Modell 1).	0			34546	c171a760-18a0-46bd-9b32-2804b970c30c	de
Die Unterschiede in den kulturellen Leitbildern zur Müttererwerbstätigkeit, die sich während der Trennung herausbildeten, sind weiterhin vorhanden.	1	exploredata-ZA4600_VarV114	ZA4600	39445	9d877f2f-b71f-4430-965e-34711cf14416	de
To verify whether these results could be replicated in all parts of Europe, the sample was divided into three parts: seven countries with citizens having a low European identity were merged in the first group (n=8, 094); 14 countries with a medium level of European identity were pooled in the second group (n = 6, 994); the remaining seven countries, with citizens having the high-estEuropeanidentity, werecombinedinthethirdgroup (n = 8, 704).	1	exploredata-ZA5876_Varqd2_1;exploredata-ZA5876_Varqd3_1	ZA5876	55534	360854b4-7391-4df1-be5f-295aecb858f1	en
Given the current economic situation, which of the following statements best describes your opinion?”.	1	exploredata-ZA6644_Varqa1;exploredata-ZA5565_Varqd1;exploredata-ZA5565_Varqd3;exploredata-ZA6644_Varqa5	ZA5565;ZA6644	61598	92faff23-4ece-453a-9564-4ca59e559046	en
Therefore, the purpose of this paper is to broaden this fieldofresearch.	0			55534	9fd513c3-117e-4fee-a76a-3a969eb679ff	en
Von denjenigen, die über weniger als 70% des mittleren Einkommens verfügen, ordnen sich 61% der Unter- und Arbeiterschicht und 37% der Mittelschicht zu.	1	exploredata-ZA4600_VarV120;exploredata-ZA4600_VarV444;exploredata-ZA4600_VarV386	ZA4600	21642	80611d53-e2e7-4a9f-b118-9fae5bfc818d	de
Diese Analyse vermittelt zwar einen ersten Eindruck über die Wähler der AfD, kann aber nicht abschließend erklären, ob es sich bei den Wählern um Protestwähler handelt oder sich vielmehr ein Wandel im Parteiensystem ankündigt.	0			51381	d4c6d962-9e91-4e18-b76b-7fd6316e5a1c	de
Als besonders problematisch wird eine Vollzeiterwerbstätigkeit bei gleichzeitiger Mutterschaft angesehen (Scheuer/Dittmann 2007).	0			39445	8d48652d-f742-497b-9c53-cab121d1810b	de
Andere aktuell wichtige Herkunftsländer wie Bulgarien und Rumänien erscheinen gar nicht als spezifische Nationalitätennennung in Tabelle 2.	1	exploredata-ZA5254_Varanswer;exploredata-ZA5254_Varregion_9;exploredata-ZA5254_Varcode_9	ZA5254	61162	e0646c6c-e583-4c41-acb5-3bbc0c5ef2e7	de
Die in der deutschen Forschung zur Hausarbeitsbeteiligung von Vätern vielfach diagnostizierte „verbale Aufgeschlossenheit bei weitgehender Verhaltensstarre“bestätigt sich somit auch im internationalen Vergleich.	0			21634	7027b041-a2cf-4fb4-8072-0cafbbab9ec2	de
Figure 1 shows the distributions of these differences.	0			39802	0b64c951-7438-435f-b843-eeff749c2aa8	en
Several socio-political and economic factors are said to have further slowed progress towards the 0.7% target in many OECD countries [7].	0			61598	2437d1bb-3a79-4daf-a9c1-4cf3a5e5f045	en
It is interesting to note that the consensus regarding the relevance of Jewish migration has eroded over time, especially since the beginning of the massive flow of migration from the former Soviet Union (Leshem, 1998).	0			19926	e3717f2f-20dc-489a-b9a3-df540e3831bb	en
Against the backdrop of specific cultural contexts, the paper illustrates how cognitive and communicative processes can trigger different interpretations of survey items.	0			49153	4a7bfeb9-7680-482c-bf05-afdce6839d01	en
Dazu nehmen wir als Normalfall an, dass die Kanzlerkandidaten dieselbe ideologische Position auf der Links-Rechts-Dimension und denselben Valenzwert wie ihre Partei haben.	1	exploredata-ZA5431_VarV114;exploredata-ZA5431_VarV115;exploredata-ZA5431_VarV112;exploredata-ZA5431_VarV103;exploredata-ZA5431_VarV104;exploredata-ZA5431_VarV116;exploredata-ZA5431_VarV347;exploredata-ZA5431_VarV105;exploredata-ZA5431_VarV351;exploredata-ZA5431_VarV111;exploredata-ZA5431_VarV348;exploredata-ZA3849_VarV12;exploredata-ZA5431_VarV113;exploredata-ZA2209_VarV67;unk;exploredata-ZA5431_VarV350;exploredata-ZA5431_VarV352;exploredata-ZA5431_VarV107;exploredata-ZA5431_VarV106;exploredata-ZA5431_VarV110;exploredata-ZA5431_VarV108;exploredata-ZA5431_VarV117;exploredata-ZA5431_VarV349;exploredata-ZA5431_VarV109	ZA5431;ZA2209;ZA3849	56981	3cd9adfd-b068-4e76-be7f-f9dc4db6110c	de
Dieser Index (Cronbach‘s Alpha von 0, 683) wurde zunächst mittels einer Faktorenanalyse aus einer Vielzahl von verschiedenen Aussagen bestimmt und entspricht der »resignativen Umweltorientierung« von Haller/Troy (2003).	1	exploredata-ZA5500_Varv32;exploredata-ZA5500_Varv34;exploredata-ZA5500_Varv36;exploredata-ZA5500_Varv37;exploredata-ZA5500_Varv35	ZA5500	51971	7c97f6af-ad3e-4a39-a5e2-1d3f5f79fe67	de
Development programmes have been drawn into national debates over the merits of development aid or the perceived profligacy of the aid budget [10].	0			61598	fae42d9f-479d-4162-a096-93e22003f6ef	en
This result can be contrasted with previous research showing that “market-friendly” ideology has become popular among ruling elites (Crouch 2004).	0			57506	de69813d-3c64-451b-910a-d77bf94b0b9f	en
Despite this observation, analysis in most of the extant literature tends to categorise the ‘very important’ and ‘fairly important’ measures together [17, 18], thereby potentially obscuring shifting trends in public perspectives towards development aid.	1	exploredata-ZA5565_Varqd1	ZA5565	61598	837e59cf-5509-4186-ae1a-738a59219b47	en
Generally, the big-three variables, such as perceived risk, benefit, and trust, ranked from first to third, explaining the large variance of the acceptance across 27 countries.	1	exploredata-ZA4976_Varv105;exploredata-ZA4976_Varv114;exploredata-ZA4976_Varv130;exploredata-ZA4976_Varv107;exploredata-ZA4976_Varv106	ZA4976	61806	09b33d93-19bf-4416-821c-9b32bb6b7179	en
Hierbei ist insbesondere die Frage aufgegriffen worden, inwiefern einkommensarme Haushalte ihren Energiebedarf selber finanzieren können oder auf staatliche Wohlfahrtsleistungen angewiesen sind (»energy poverty«).	0			51971	2016746c-a650-47db-9716-30362e1057d2	de
The hypothesis of increasing poll accuracy is not supported by the data.	0			39802	ec06e5f9-fe75-4456-8c53-04c663413977	en
Das heißt natürlich nicht, dass auf eine mehrebenenanalytische Modellierung nur aufgrund geringerer Varianzanteile auf Ebene der Staaten verzichtet werden sollte.	0			20515	79b3aeab-f09b-4072-a012-53dc7c9b0780	de
This effect increases with the number of interviews per interviewer.	0			39802	70d00f9e-1005-41b6-ae96-7e42426171bb	en
In 2004, however, irrespective of the choice of the reference group the characteristics effects has the “wrong” sign – differences in characteristics and attitudes of workers do not contribute to understanding the east/west difference in union density.	1	exploredata-ZA2140_VarV3;exploredata-ZA3762_VarV670	ZA3762;ZA2140	34392	07ecb115-f02c-46a4-a768-7a093c833b6a	en
Tabelle 1 zeigt für alle Länder die Anteile derjenigen, die mit dem Funktionieren der Demokratie in ihrem Land „sehr zufrieden“oder „ziemlich zufrieden“sind, sowie die Veränderung innerhalb dieses Zeitraums.	1	exploredata-ZA4056_Varv229;exploredata-ZA4056_Varv244;exploredata-ZA4056_Varv243;exploredata-ZA4056_Varv239;exploredata-ZA4056_Varv236;exploredata-ZA4056_Varv237;exploredata-ZA4056_Varv232;exploredata-ZA4056_Varv233;exploredata-ZA4056_Varv248;exploredata-ZA3693_Varv131;exploredata-ZA4056_Varv230;exploredata-ZA4056_Varv241;exploredata-ZA4056_Varv235;exploredata-ZA4056_Varv240;exploredata-ZA4056_Varv234;exploredata-ZA4056_Varv238;exploredata-ZA4056_Varv228;exploredata-ZA4056_Varv242;exploredata-ZA4056_Varv231	ZA4056;ZA3693	21372	502b6df8-c2a1-4d2b-86fc-644f4b81d197	de
Our empirical analyses refer to the aspects of item bias and construct bias, leaving the question of method bias aside.	0			61751	7ef4f787-0bac-415a-bb07-41778da7ca6d	en
The U.S. gets a lot of credit for being a “nation of immigrants,” but new immigrants actually amounted to a greater share of the population in 1996 than 2006.	0			30861	5f5e3ce8-d710-4676-902b-f6ff1875a5cc	en
H2: Aggregate support for market distribution of social services is stronger in countries with a higher share of private delivery of services.	0			57506	203d15d0-c7b2-46b1-9e50-289e64bc54d3	en
In wenigen Punkten gingen die Einstellungen der DDR und BRD weiter auseinander als in der Diskussion um erwerbstätige Mütter.	0			39445	4888e46c-c9e7-4450-a27f-8ebfbbcd9abf	de
Ebenso könnten die eigene Erwerbstätigkeit sowie die Konfessionszugehörigkeit bzw. Konfessionslosigkeit als Kontrollvariablen der Religiosität eine signiikante Rolle spielen.	0			39445	ce9f4e73-5ca7-40c2-b596-5ff7577a6a2e	de
There is no consensus, however, in regard to the question of which attitudes, values, and social behavior are sufficiently universal to be an appropriate topic for cross-cultural survey research (Bachleitner et al., 2014).	0			61751	1d992707-6a93-4e4f-9f8b-fc7f6790b9a5	en
Da wir aus der Migrationsforschung wissen, dass Personen, die häufig umziehen ein höheres Risiko haben, noch einmal umzuziehen (Massey et al. 1993; Boyle et al. 1998), gehen Wohnungswechsel über eine kürzere Distanz als unabhängige Variable in die Schätzung des Migrationsverhaltens ein.	1	exploredata-ZA4600_VarV669	ZA4600	34546	cc020bc1-ec43-484f-b698-3a0692a5cea2	de
Although our analysis shows the causal relationships between predictors at the individual and contextual levels on the one hand, and the acceptance of nuclear power on the other, it has limits.	0			61806	7de7a252-138b-4bab-8da8-c2c70154705b	en
Does the fact that social services are a core, and highly popular, component of welfare state effort entail that citizen’s find market distribution of such services unacceptable?	0			57506	57e4f855-1c64-4225-9ef2-6ab67e2652e7	en
Die Einstellungen zu familiären Geschlechterrollen blieben weitestgehend unangetastet.	1	exploredata-ZA4600_VarV794;unk	ZA4600	39445	b3679433-49c8-4e8f-87a5-c94880c2883f	de
Summarizing the outcomes thus far presented, parental background exerts a substantial influence over the educational and occupational outcomes of their offspring in Western (ized) countries.	1	exploredata-ZA5890_VarEDUCYRS;exploredata-ZA5890_VarISCO88;exploredata-ZA5890_VarV72;exploredata-ZA5890_VarV70	ZA5890	57227	33acd3f5-98f6-4310-85af-6d9c506b2f5d	en
Andererseits werden Personen gemäß der Neuen Haushaltsökonomie und der Theorie sozialer Netzwerke durch Partner, Kinder und andere Verwandte sowie Freundschaftsnetzwerke am Wohnort am Wegzug gehindert.	1	exploredata-ZA4600_VarV248;unk	ZA4600	34546	9bde0d85-00fc-4b75-b87f-2a202f558b80	de
Indeed, lack of valid data makes it difficult to estimate the current number of undocumented workers that live and work in Israel.	0			19926	9c58f4bd-69ed-45f3-b678-d723842d7fcc	en
Der Ausländeranteil bzw. der Bevölkerungsanteil mit Migrationshintergrund ist in den letzten Jahrzehnten erheblich angestiegen.	0			51380	706690cd-5b51-4542-b6e1-f56fa3cd8555	de
On maintaining the present state, 61.1% in Lithuania, 60.7% in the Czech Republic, and 54.4% in Slovakia agree, whereas 27% in Austria, 27.7% in Greece, and 32.0% in Cyprus disagree.	1	exploredata-ZA4976_Varv6;exploredata-ZA4976_Varv130;exploredata-ZA4976_Varv136	ZA4976	61806	1b1ae6b7-722b-4070-816f-dd43a930e0f4	en
GDP per capita may be influenced extensively by other variables, which could not be controlled for in the present study.	0			61598	4009ea93-fc11-462e-b751-c0f431d3e509	en
Wir gehen daneben auch von Merkmalen aus, die sowohl direkte als auch indirekte Effekte aufweisen.	1	unk		51380	61ed6fd7-fa2c-460b-86fe-e88be3492eab	de
So nennen 19% der Westdeutschen „Italiener“als eine der Gruppen, an die sie denken, gegenüber lediglich 6% der Ostdeutschen.	1	exploredata-ZA5254_Varanswer;exploredata-ZA5254_Varregion_9;exploredata-ZA5254_Vareastwest;exploredata-ZA5254_Varcode_9	ZA5254	61162	307bec84-3956-4101-a318-6cd143a3250c	de
In the first step, we demonstrated that the challenge of functional equivalence starts with the formulation of apparently simple questions, such as the question of religious affiliation.	0			61751	8ce4a12f-c2fc-4a29-9daf-6278084aae15	en
Thus translators who have an understanding of survey question design are invaluable.	0			49153	32c103f4-b75f-45a1-96d0-dd62aa3a028a	en
Die Anordnung der Klassenlagen auf der X-Achse der Grafik entspricht dabei der Rangfolge, die sich aus der Einstufung auf der „Oben-Unten“-Skala ergibt: An der Spitze der gesellschaftlichen Hierarchie stehen demnach die obere und untere Dienstklasse, gefolgt von mittleren und kleinen Selbständigen.	1	exploredata-ZA4600_VarV636;exploredata-ZA4600_VarV120;exploredata-ZA4600_VarV199	ZA4600	21642	d0df3062-78ee-4f89-8143-a9a8673f3424	de
Table 3 presents the results of our estimations for eastern Germany.	1	exploredata-ZA3700_VarV519;exploredata-ZA3700_VarV3	ZA3700	35933	30e490f2-52cd-4955-92a3-f5f424fb08a6	en
To see the significance of the full Model 4, we calculate the deviance, which shows the lack of fit between the data and the model [44].	0			61806	5ec2c320-2ea7-44ce-b359-223a47d2e702	en
In the core section of this article, we have shown by single-country CFAs for a set of variables taken from ISSP 2008 that a two-factor solution that distinguishes “religiousness” and “eastern beliefs” fits the data significantly better than a one-factor solution.	0			61751	f48d4221-a0f8-4626-81da-78eee3b565f4	en
Ab 1980 nehmen wir die Grünen bzw. Bündnis 90/Die Grünen dazu und ab 1990 die PDS bzw. seit 2005 Die Linke.	0			56981	73b7a664-151d-41a5-9da5-67f153e7a672	de
Bei Zufallsstichproben, die dieses Institut durchführt, werden jedoch überzufällig viele Befragte als Postmaterialisten eingestuft.	0			12715	f567b5cd-c0a2-4ebc-8627-49fda9c9baea	de
„Obere sekundäre Qualifikation“bezieht sich sowohl auf Befragte, die einen unteren Sekundarabschluss plus eine abgeschlossene Berufsausbildung vorweisen können als auch auf Befragte, die die Schule mit einem „oberen Sekundarabschluss“beendet haben, der sie zum Studieren berechtigt, 9 jedoch weder über eine abgeschlossene Berufsausbildung noch über ein abgeschlossenes Studium verfügen.	1	exploredata-ZA4600_VarV173;exploredata-ZA4600_VarV375	ZA4600	34546	57f41842-f269-4c5d-bba3-e243845a22f3	de
For this purpose, some of the indicators are formulated in a “theistic” and in a “pantheistic” version; for those indicators that are represented by two parallel items, the higher of two values is used for the calculation of the scale score of a person (Huber, 2009; Huber and Huber, 2012).	0			61751	0159c47f-6a49-4b3e-8d6d-543bcaa81be0	en
An exception to this pattern is Japan, which has a conspicuous number of respondents who perceive their status as “much lower” than their father’s, with very few answers of “much higher”.	1	exploredata-ZA5890_VarV6;unk;exploredata-ZA5890_VarV71	ZA5890	57227	21b6b247-fd8a-40fb-9f79-685ecc4706d4	en
Bei ersterer werde eine „gewisse Beliebigkeit von Politik-Zielen unterstellt“(Böltken/Gehring 1984: 50), was sich insbesondere in den wiederkehrenden Ausdrücken man und kann äußert.	0			12715	4389cb4f-a895-46b1-b192-735dfc5b0a2e	de
Die 0-Koeffizienten dieser Regression finden sich in der letzten Spalte von Tabelle A1 im Anhang.	0			12715	4a8eb896-f89c-4c0a-9b99-d84f49fcbac6	de
Gleichzeitig liegt das Niveau in Ostdeutschland deutlich unter dem EU-Durchschnitt, und die Differenz hat sich von anfänglich 15 auf nun 25 Prozentpunkte vergrößert.	1	exploredata-ZA4056_Varv247;exploredata-ZA3693_Varv131;exploredata-ZA3693_Varv132;exploredata-ZA3904_Varv556;exploredata-ZA4056_Varv248	ZA4056;ZA3693;ZA3904	21372	bc82cb40-a215-494b-9ed4-e75cb676572e	de
Dies gilt insbesondere für die im Rahmen der aktuellsten Umfrage „Auch in Zukunft eine Alternative“gewonnenen Daten, da es sich bei dieser um eine Pilotstudie handelt, welche mit Hilfe des Respondi-Online-Panels durchgeführt wurde.	0			51381	b75738f5-9806-42f7-ba54-41768554062d	de
Therefore, the three variables were summed and afterwards recoded into three groups.	0			55534	2f724662-8754-47a2-b576-62cf92697535	en
Die Antworten auf diese offene Frage werden in diesem Beitrag vor allem deskriptiv genutzt, um (1) zu verstehen, an wen die Deutschen denken, wenn sie mit dem allgemeinen Begriff „in Deutschland lebende Ausländer“konfrontiert werden.	1	unk;exploredata-ZA5254_Varanswer	ZA5254	61162	31fc98e1-9fe7-4bbb-855d-c28c16eed2f1	de
Inwiefern beeinflussen die unterschiedlichen nationalen Rahmenbedingungen die Einstellungen und das Verhalten von Vätern?	0			21634	06085470-f90e-40c8-8b4b-7cd6021f90cd	de
Herauszufinden, ob es der AfD gelingt wird auch mittelfristig Wähler an sich zu binden, ist Ziel dieses Beitrages.	0			51381	58609044-7c53-4fcc-aa83-76729a7730fd	de
German polling companies rarely report the necessary information for the evaluation of their polling results.	0			39802	43e90f4a-5bf0-4601-9dc1-94893ee41cd8	en
Briefing sessions for translators should make clear what in a given project “stay close to the original” means.	0			49153	2db4ec2f-fddc-417d-9e3d-e09804248021	en
Insofern schließt dieser Beitrag in Kapitel 7 mit der Bemerkung, dass sich für manche Bevölkerungsgruppen – zumindest auf Wahrnehmungsebene – eine doppelte Belastung durch Benachteiligung auf Länderebene als auch durch individuelle Charakteristika ergibt.	0			51971	7eff1f86-84de-46ab-929a-eff4a94cae87	de
Klimawandel und Atomenergie beschreiben den Pol aus Furcht, Unbekanntheit und Reichweite, während Alltagsprobleme wie Müllentsorgung den Gegenpol darstellen.	1	exploredata-ZA5500_Varv17	ZA5500	51971	d85fd923-e41f-4083-9b62-5110eb488b9c	de
Since according to anecdotal evidence the latter group of never-members seems to be growing, it may be interesting to estimate the extent of ‘never-membership’ and to analyze the characteristics of this group.	0			35933	457b68d8-a4fc-4ef9-ae49-b8c2693c6227	en
Gleichwohl sollte nicht übersehen werden, dass sozial asymmetrische Verteilungsstrukturen immer dann zum Tragen kommen, wenn die Umwelt ab einem bestimmten Qualitätsniveau den Charakter eines »Luxusgutes« annimmt.	0			51971	7b630be6-ae0b-4f41-9fbc-60aff54d164e	de
Was die Bildung anbelangt (vgl. Grafik 1A), sind größere Unterschiede zwischen den betrachteten Subgruppen – Befragte mit und ohne Fachhochschulreife oder Abitur – nur bei der Nennung von „Europäern“zu beobachten.	1	exploredata-ZA5254_Varanswer;unk	ZA5254	61162	38f56057-8397-47a9-ab71-ee86d384f198	de
The remaining nine reactors will be closed by the end of 2022.	0			61806	6aab3a14-a30f-4191-a966-09eb2797915b	en
Immediately after the accident, Germany shut down eight reactors.	0			61806	68faac9c-ba92-4a17-b5cc-a927dcc92ad3	en
Es ist nicht klar, welches Element bzw. welche Elemente zu einem Institutseffekt führen.	0			12715	28a7466e-7abc-442c-a7e7-c9a81b9ce67d	de
Frauen besitzen modernere Einstellungen als Männer (ß=0, 159).	1	exploredata-ZA4600_VarV151;unk;exploredata-ZA4600_VarV114	ZA4600	39445	ba7a5990-82ee-4c04-aeda-a0f812c31b28	de
Jetzt werden konkrete Pläne geschmiedet und vorbereitende Handlungen unternommen, um die Migrationsabsicht umzusetzen.	0			34546	b7fc1e32-64a5-44f8-a9da-5fbd8c09f439	de
Die Erwerbsbiograie von Frauen ist gekennzeichnet durch drei Phasen – Vollzeiterwerbstätigkeit, Unterbrechung nach der Geburt der Kinder, Wiedereinstieg mit Teilzeit (Peuckert 2002; Pfau-Efinger 2001).	1	unk	ZA4600	39445	ef6bd443-05c7-4019-ad35-680cc494e155	de
In jedem Eurobarometer steht ein bestimmtes Thema im Vordergrund, wobei eine weitere Stärke des Instruments darin besteht, daß ein bestimmter Teil der Fragen regelmäßig wiederholt wird.	0			21312	f1730858-4a48-4a62-bccc-dc8da7a4782b	de
Auch ist der Zusammenhang nicht in allen Ländern stark ausgeprägt.	1	exploredata-ZA5566_Varqa7	ZA5566	37769	1bf7d3c6-3b18-4e3c-8d3c-d710815ec100	de
On nuclear energy, the EU assumed that nuclear energy contributes to combating climate change and strengthening the security of supply by reducing EU’s external dependence on oil and gas.	0			61806	cf2b6093-5c0b-488e-9c28-292ed288fea7	en
Table 4 presents the findings of the CFAs for four countries which exhibit different patterns of results (for the remaining countries, the analysis produces similar patterns of results).	0			61751	61223b12-553f-4eca-ae29-3b1da1c9045d	en
In der Bevölkerung lassen sich erhebliche Vorbehalte gegen den weiteren Zuzug erkennen, die sich deutlich hinsichtlich verschiedener Migrantengruppen unterscheiden.	0			51380	3f6dc76c-8c04-4365-b45b-c18ed380d4e4	de
Betrachtet man die Streuung (die Standardabweichungen) der Antworten um den jeweiligen nationalen Mittelwert, so fällt auf, daß die Verteilung in Ländern mit durchschnittlich hoher Zufriedenheit homogener ist als in Ländern, in denen das subjektive Wohlbefinden geringer ist.	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varisocntry	ZA2637;ZA2459	21312	07dee09a-446b-4333-95f7-625a33489e5b	de
In contrast, no relationship was found between aggregate attitude patterns and macroeconomic conditions (level of GDP/capita and market inequality, respectively).	1	exploredata-ZA5400_VarV39;exploredata-ZA5400_VarV38	ZA5400	57506	4a042863-8853-46e1-97c1-c319ed5a2e17	en
On the other hand, statistical significance often varies over time, and none of the variables included in the empirical model is significant in every year and each part of Germany investigated.	0			34392	b0ca9460-204c-4317-91a8-971f3adb8bf6	en
Es ist weiterhin das Leben der Frauen, das sich durch die neuen Gegebenheiten und Möglichkeiten der Erwerbstätigkeit ändert.	0			39445	21cecc9c-75ec-4468-b970-5f80f9b46e89	de
Table 1 showsthe combination sof the valuesof the two variables that indicate the different types of hostile and non-hostile media perceptions.	1	exploredata-ZA5876_Varqe11_1;exploredata-ZA5876_Varqe11_2;exploredata-ZA5876_Varqd3_1;exploredata-ZA5876_Varqe11_3;exploredata-ZA5876_Varqd2_1	ZA5876	55534	4ffe5064-f427-4bbe-b05d-2d398b2c39f9	en
Im Ergebnis wird für beide Gruppen von Beschäftigten – für diejenigen, die ein hohes Arbeitslosigkeitsrisiko wahrnehmen und für diejenigen, die dies nicht tun – eine signifi kant höhere Chance geschätzt, sich für den Wegzug aus dem Wohnort zu entscheiden, unter der Voraussetzung, dass sie die Migration als eine Option in Betracht ziehen.	1	unk;exploredata-ZA4600_VarV212	ZA4600	34546	b76c1990-e26e-4708-b788-094ad8d3284a	de
Es gab keinen gesellschaftlichen oder politischen Diskurs über die Notwendigkeit oder Umsetzung der Integration.	0			39445	e1da333f-5f54-4153-a816-46bcae074843	de
Actual mobility here denotes the difference between respondent’s social position and his/her father’s social position, as measured by means of the socioeconomic status index (ISEI) used in the previous section.	1	exploredata-ZA5890_VarEDUCYRS;exploredata-ZA5890_VarSEX;exploredata-ZA5890_VarISCO88;exploredata-ZA5890_VarV70	ZA5890	57227	6eaf2b1f-3a21-45db-ba37-82e7b6ee7924	en
Bei sehr kurzfristigen Stellenangeboten kann es passieren, dass der Umzug erfolgt, ohne dass eine vorherige Planungsphase beobachtet werden kann.	0			34546	adc6fc51-3ff1-4431-ab99-a40fc2971369	de
For a deeper understanding of comparative survey results, it is also highly important to consider the countries not only as variables but to interpret and question the findings on the basis of a profound knowledge of their culture and history.	0			61751	d1e0ffcc-4f97-46c7-9473-99601c117f2e	en
Seit Mitte der 1990er Jahre gibt es auch einen beachtlichen Anstieg bei Kontakten in der eigenen Familie oder der näheren Verwandtschaft.	1	exploredata-ZA5250_Vareastwest;exploredata-ZA5250_Varmc01	ZA5250	51380	9665c255-d2e2-4d4d-8911-c285db2ad2e3	de
Among former Socialist countries, Slovenia displays the strongest effect of education on socioeconomic status (ISEI 4.5 points), while Hungary shows the lowest (ISEI 3.2 points).	1	exploredata-ZA5890_VarEDUCYRS;exploredata-ZA5890_VarISCO88	ZA5890	57227	2de71bfe-9449-46c0-91c3-4f8ce06f12b3	en
Daher wird hier Krebs und Hofrichter (1989: 63) gefolgt, die einen ungerichteten Effekt erwarten.	0			12715	663be181-35fd-4f8f-92b1-94b8316e719d	de
Kriterien für die Auswahl waren, dass die zwei Kanzlerkandidaten bereits nominiert sein mussten und dass der Wahlkampf öffentlichkeitswirksam begonnen hatte.	0			56981	24869915-4066-47bb-9301-85b1f08663bf	de
Als Fazit kann man festhalten, dass das Verständnis des Begriffs „in Deutschland lebende Ausländer“zwar – unter Kontrolle anderer wichtiger Einflussfaktoren wie Bildung, Kontakt und politische Orientierung keinen starken Einfluss darauf hat, welche Einstellungen gegenüber „Ausländern“man misst.	1	exploredata-ZA5254_Varanswer;exploredata-ZA5254_Varregion_9;exploredata-ZA5254_Varcode_9;unk	ZA5254	61162	5f3ac783-0caf-4822-bda3-4fa5bfb21744	de
(The eastern belief items were not asked in these studies; presumably, Thailand would have similarly high scores on this scale than Japan and Taiwan.)	0			61751	ae0e0b1c-6590-4647-a7fa-769fa113d15b	en
Lower values of lower Akaike Information Criterion (AIC) and Schwarz’s Bayesian Information Criterion (BIC) in Model 4 than that in Model 1 confirm the goodness-of-model fit.	0			61806	7e6c7847-6911-4952-a021-e06c16abda02	en
In order to complete all these tasks, respondents have to understand the meaning, and in the case of unclear or ambiguous questions, they try to derive the meaning from the context.	0			49153	2dd80a2d-10d9-44bd-a788-a4ae2ac28922	en
Ihren Analysen folgend verfügt der durchschnittliche AfD-Wähler über einen mittleren Bildungsabschluss und ein leicht überdurchschnittliches Haushaltsnettoeinkommen und ist männlich.	1	exploredata-ZA2301_Varv69;exploredata-ZA2301_Varv73;unk	ZA2301	51381	db8f1c4f-dbaa-4d23-bee4-5749f1b4bde5	de
Doch auch im Vergleich mit den mittel- und osteuropäischen Ländern ist der starke Rückgang der Demokratiezufriedenheit in Ostdeutschland auffällig.	1	exploredata-ZA4056_Varv229;exploredata-ZA4056_Varv244;exploredata-ZA4056_Varv243;exploredata-ZA4056_Varv239;exploredata-ZA4056_Varv236;exploredata-ZA4056_Varv237;exploredata-ZA4056_Varv232;exploredata-ZA4056_Varv233;exploredata-ZA4056_Varv248;exploredata-ZA3693_Varv131;exploredata-ZA4056_Varv230;exploredata-ZA3904_Varv556;exploredata-ZA4056_Varv241;exploredata-ZA4056_Varv235;exploredata-ZA4056_Varv240;exploredata-ZA4056_Varv234;exploredata-ZA4056_Varv238;exploredata-ZA4056_Varv228;exploredata-ZA4056_Varv242;exploredata-ZA4056_Varv231	ZA4056;ZA3693;ZA3904	21372	f2442519-0bf4-4d35-b607-5096e9fbe9d0	de
Als Gründe für die Wahlentscheidung gab der überwiegende Teil der Wähler Unzufriedenheit mit „Merkels Flüchtlingspolitik“an (Niedermayer und Hofrichter, 2016, S. 275).	0			51381	62f9efcd-fe15-4d5f-bd87-0e8e7b11b843	de
People having the right abilities, skills and motivation to hold prestigious social positions should be able to get to them, independent of a privileged or non-privileged background.	0			57227	3b9ffea8-a7d6-46c7-ad5e-48e9d9a1e54b	en
Für die Fälle mit fehlenden Werten in X könnte dann der Schätzwert der Regressionsgeraden, $ Y, als Wert ergänzt werden, wie es in Abbildung 3 (a) durch die hellen Punkte dargestellt ist.	0			20515	b155e0a8-d31b-4871-9b33-ca7bec5ca092	de
The next section addresses this first aim, analyzing the influence of the family of origin on respondents’ social outcome; in the following I will analyze subjective social mobility and its relationship to actual social mobility.	0			57227	5b419eeb-73ad-46cc-9070-c60851886c09	en
